"COURSE"	"FACULTY"	"SCHOOL"	"CLOS"
"4034"	"POLS488"	"Faculty of Humanities & Soc Sc"	"History, Phil, Pol Sci & IR"	"1-Analyse the main features of contemporary migration flows across and within borders, and the variety of challenges that such flows create., 2-Compare the theoretical, methodological and empirical contributions of different disciplines to our understanding of contemporary migration., 3-Critically evaluate national, regional or international attempts to manage a challenge arising from migration from one or more disciplinary perspective(s)._x000D_
&nbsp;, 4-Analyse an aspect of migration using relevant theory and data.&nbsp;_x000D_
&nbsp;, 5-Work with colleagues to analyse an immigration issue from multiple perspectives., 6-Complete a substantial piece of research."
"4035"	"POLS489"	"Faculty of Humanities & Soc Sc"	"History, Phil, Pol Sci & IR"	""
"4036"	"POLS586"	"Faculty of Humanities & Soc Sc"	"History, Phil, Pol Sci & IR"	"1-Demonstrate an advanced understanding of the key questions and major philosophical and theoretical approaches to the study of Political Science, particularly in Comparative Politics., 2-Select appropriate methodologies and theoretical approaches for answering particular kinds of questions and pursuing particular kinds of empirical research in Political Science., 3-Critically evaluate the appropriateness, strengths and weaknesses of the theoretical and methodological approaches used in empirical Political Science scholarship., 4-Produce written work that is original, analytically rigorous, logically expressed and that can apply theoretical approaches from the Political Science literature to real-world political questions."
"4037"	"POLS589"	"Faculty of Humanities & Soc Sc"	"History, Phil, Pol Sci & IR"	""
"4038"	"POLS589"	"Faculty of Humanities & Soc Sc"	"History, Phil, Pol Sci & IR"	""
"4039"	"POLS589"	"Faculty of Humanities & Soc Sc"	"History, Phil, Pol Sci & IR"	""
"4040"	"POLS591"	"Faculty of Humanities & Soc Sc"	"History, Phil, Pol Sci & IR"	""
"4041"	"POLS593"	"Faculty of Humanities & Soc Sc"	"History, Phil, Pol Sci & IR"	"1-demonstrate the ability to design and conduct independent research in political science at an appropriate level of competence."
"4042"	"POLS593"	"Faculty of Humanities & Soc Sc"	"History, Phil, Pol Sci & IR"	"1-demonstrate the ability to design and conduct independent research in political science at an appropriate level of competence."
"4043"	"POLS593"	"Faculty of Humanities & Soc Sc"	"History, Phil, Pol Sci & IR"	"1-demonstrate the ability to design and conduct independent research in political science at an appropriate level of competence."
"4044"	"POLS593"	"Faculty of Humanities & Soc Sc"	"History, Phil, Pol Sci & IR"	"1-demonstrate the ability to design and conduct independent research in political science at an appropriate level of competence."
"4045"	"POLS593"	"Faculty of Humanities & Soc Sc"	"History, Phil, Pol Sci & IR"	"1-demonstrate the ability to design and conduct independent research in political science at an appropriate level of competence."
"4046"	"POLS595"	"Faculty of Humanities & Soc Sc"	"History, Phil, Pol Sci & IR"	""
"4047"	"POLS690"	"Faculty of Humanities & Soc Sc"	"History, Phil, Pol Sci & IR"	""
"4213"	"RELI100"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	""
"4214"	"RELI108"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-engage with significant features of a range of religious traditions, and demonstrate knowledge of the range, variety and complexity of religions worldwide;, 2-approach the study of religion, and various religious phenomena, in a critical manner, based upon evaluation of primary evidence and scholarly resources;, 3-understand the study of religion as a critical discipline, that is, to examine the political, economic, social, historical, conceptual and cultural dimensions of religious activity;, 4-make and defend arguments in a manner that demonstrates key research and writing skills, and critical awareness."
"4215"	"RELI108"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-engage with significant features of a range of religious traditions, and demonstrate knowledge of the range, variety and complexity of religions worldwide;, 2-approach the study of religion, and various religious phenomena, in a critical manner, based upon evaluation of primary evidence and scholarly resources;, 3-understand the study of religion as a critical discipline, that is, to examine the political, economic, social, historical, conceptual and cultural dimensions of religious activity;, 4-make and defend arguments in a manner that demonstrates key research and writing skills, and critical awareness."
"4216"	"RELI113"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-clearly discuss significant dimensions of religions in the contemporary world, and the ways they have been debated and discussed by scholars;, 2-display religious literacy, as reflected in knowledge of basic facts about selected religious issues across a number of different traditions, and the use of the basic concepts in the academic study of religion;, 3-express their views clearly both verbally and in writing;, 4-apply analytical, argumentative and communication skills to scholarly tasks."
"4217"	"RELI114"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-state basic facts about selected religious issues and basic concepts in the academic study of religion, 2-summarise academic arguments in the field of religious studies, 3-examine the role of charisma and individual agency within religious movements, 4-evaluate the ideas, practices and influence of selected religious change-makers with respect to theories of religious change-making addressed in this course"
"4218"	"RELI200"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	""
"4219"	"RELI210"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-define key terms for the study of Islam and politics and explain their significance, 2-compare and contrast country and/or movement-specific case studies and their different approaches to the relationship between Islam and the state, 3-articulate their own views on contemporary debates concerning Islam and politics in a scholarly manner to academic and general audiences, 4-critique global influences and processes contributing to the othering of Muslims"
"4220"	"RELI221"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-summarise key debates in scholarly research on the relationship between religion and politics;, 2-define key terms for the study of secularisation and secularism and explain their significance;, 3-identify diverse trajectories of secularisation which have unfolded in different contexts;, 4-outline a range of distinctive religious responses to the conditions posed by modern secular societies."
"4221"	"RELI226"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-describe classical and current debates in the psychology of religion, 2-apply concepts and approaches from the psychology of religion to specific case studies, 3-critically evaluate scholarly theories and approaches to the psychology of religion, 4-effectively communicate arguments that analyse psychological dimensions of religious data"
"4222"	"RELI227"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-demonstrate knowledge of the content of African religious traditions, important for developing &lsquo;religious literacy&rsquo; in our globalizing world., 2-communicate interpretations of primary data &ndash; historical, textual, ethnographic, etc. &ndash; that demonstrate an understanding of, and sensitivity towards religious contexts and traditions., 3-evaluate scholarly arguments about African religions, advancing a critical perspective., 4-demonstrate skills in research and in the presentation of findings."
"4223"	"RELI228"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-discuss the meaning and significance of religious traditions on evil and the remedial paths to salvation, and critique scholarship on these topics;, 2-compare concepts of evil and salvation in specific religious traditions, applying relevant theoretical-conceptual frameworks;, 3-apply intermediate-level discipline skills in critical reading, independent research, and the construction of oral and written evidence-based arguments."
"4224"	"RELI229"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-discuss knowledgeably the changes in institutions, practices and procedures involved with death and dying in New Zealand, and how these have been understood by scholars;_x000D_
&nbsp;, 2-compare beliefs and practices associated with death in a number of different religious traditions, using appropriate theoretical-conceptual frameworks;_x000D_
&nbsp;, 3-critically and creatively evaluate scholarship on death and dying;_x000D_
&nbsp;, 4-apply intermediate-level discipline skills in critical reading, independent research, and the construction of oral and written evidence-based arguments."
"4225"	"RELI230"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-summarise key debates in scholarly research on the relationship between religion and the environment;, 2-identify a range of religious and spiritual approaches to nature;, 3-identify a range of religious and spiritual responses to the ecological crisis;, 4-outline religious contributions to a politics and ethics of ecological hope."
"4226"	"RELI232"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-critically analyse contemporary discourses about religious violence;, 2-explain key religious studies approaches to understanding the relationships between religion and violence;, 3-describe and critically analyse case studies of religious peacemaking and reconciliation;, 4-compare and contrast different religious traditions and their approaches to violence and peacemaking."
"4227"	"RELI234"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-analyse religious visions for transformation at a personal level, 2-critique prominent theories that address modern religious attempts to engage and reconfigure society, 3-evaluate the role of religion in the work of religious organisations engaged in projects of transformation, 4-articulate nuanced arguments that draw upon and deploy empirical and theoretical knowledge about religion"
"4228"	"RELI235"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-describe and summarise features of religious practice within Asian traditions, 2-critically evaluate scholarly arguments about Asian spiritualities, 3-communicate interpretations of historical, textual, ethnographic data on complex religious contexts and traditions, 4-apply concepts and approaches from the study of religion to Asian traditions"
"4229"	"RELI300"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	""
"4230"	"RELI309"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-Meet the learning objectives as established with their supervisor"
"4231"	"RELI309"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-Meet the learning objectives as established with their supervisor"
"4232"	"RELI310"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-reflect critically upon the study of religion, and on their own ideas, preconceptions and work practices;, 2-conduct independent research at an advanced undergraduate level, present reasoned formal arguments based upon evidence, and informed by critical awareness;, 3-critically evaluate scholarly sources and arguments;, 4-apply concepts and approaches from the study of religion to the specific cases and materials."
"4233"	"RELI327"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-Formulate, analyse and refine a research topic in Religious Studies., 2-Conduct religious studies research using primary and/or secondary sources as appropriate., 3-Effectively communicate arguments and research findings in oral presentation and written assessments., 4-Consistently apply the conventions of academic writing and religious studies research."
"4234"	"RELI327"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-Formulate, analyse and refine a research topic in Religious Studies., 2-Conduct religious studies research using primary and/or secondary sources as appropriate., 3-Effectively communicate arguments and research findings in oral presentation and written assessments., 4-Consistently apply the conventions of academic writing and religious studies research."
"4235"	"RELI335"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-discuss current public understandings of religion;, 2-critically evaluate the issues and debates found in scholarly literature on methodology and theory in the study of religions;&nbsp; , 3-apply advanced undergraduate-level discipline skills in critical reading, independent research and the construction of reasoned argument;, 4-effectively communicate arguments and research findings in oral presentation and written assessments."
"4236"	"RELI336"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-correctly recognise and describe a range of features of Islam, as an exemplar of a major religious tradition, in a manner informed by comparison and theory;_x000D_
&nbsp;, 2-critically evaluate information about Islam in the news media and other sources; , 3-identify and utilise sources for the study of Islam, and clearly communicate a critical understanding of the nature and interpretation of those sources;_x000D_
&nbsp;, 4-conduct independent research at an advanced undergraduate level;, 5-critically evaluate scholarly sources and arguments;, 6-mount reasoned formal arguments based upon evidence, and informed by critical awareness."
"4237"	"RELI341"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-identify key characteristics of distinctive streams and movements within the Christian tradition;_x000D_
&nbsp;, 2-explain processes of Christian expansion and diversification;_x000D_
&nbsp;, 3-evaluate debates about the role of particular people, movements, and events in the history of Christianity;_x000D_
&nbsp;, 4-analyse source materials and assess the quality of secondary materials."
"4238"	"RELI342"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-analyse religious practices through field-based encounter, 2-develop research skills used for researching religion, 3-articulate nuanced arguments that draw upon and deploy empirical and theoretical knowledge about religion, 4-demonstrate communication skills relevant for field-based academic research"
"4239"	"RELI343"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-discuss monotheism, polytheism, and atheism from a comparative perspective, 2-analyse the cultural, social and political contexts in which theism and atheism flourish, 3-critically read and discuss extended scholarly works on belief and unbelief, 4-synthesise and evaluate diverse scholarly positions on theism"
"4240"	"RELI344"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-compare ascetic practices in a variety of traditions, 2-critically evaluate the issues and debates found in scholarly literature on asceticism, 3-make reasoned arguments about the relationship between physiological transformation and religious imperatives, 4-apply discipline-specific analytical skills in conducting independent research on ascetic practice"
"4241"	"RELI401"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-understand foundational methodological and theoretical approaches to the study of religion, and be able to think critically and comparatively about them, 2-engage with debates and contests surrounding these theories and methods and be able to communicate their significance across contexts, 3-use methodological and analytical skills necessary to undertake scholarly work in the study of religion and across wider fields of inter-disciplinary study, 4-demonstrate excellent written skills evidenced by clear, well-structured, critical and creative writing."
"4242"	"RELI422"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-have the knowledge and critical skills to analyse the realities and rhetoric of different religious diversity management models and to evaluate the merits and short comings of different systems., 2-have increased critical academic appreciation of the scholarly literature in the area., 3-have enhanced research skills in planning, researching, and presenting research., 4-have improved oral and written communication and presentation."
"4243"	"RELI424"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-Summarise and critique key social theories relevant for the study of religion, 2-Evaluate competing ideas about religious diversity and the possibility of religious freedom, 3-Use social theory to analyse the social contexts and functions of particular religious institutions"
"4244"	"RELI427"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-identify and analyse issues of scholarly interest in the study of primary religious texts (using examples from Buddhism);, 2-accurately summarise and critique scholarly literature in English pertinent to the analysis of issues in the study of primary religious texts (using examples from Buddhism);, 3-demonstrate the ability to construct a coherent, well-written, evidence-based argument with respect to an issue in the study of primary religious texts (using examples from Buddhism);, 4-pursue an independent research project, including library and database research, the selection of relevant resources and the compilation of a research bibliography, and the construction of a focused research question articulated in a formal proposal;, 5-demonstrate the ability to communicate orally the findings and significance of research pertaining to﻿ primary religious texts, and related questions in current scholarship."
"4245"	"RELI489"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-demonstrate conceptual ability &ndash; conceptualise a research project and relate it to the existing body of knowledge and research on the subject chosen;_x000D_
&nbsp;, 2-demonstrate analytical and writing skills &ndash; integrate information and conceptual/theoretical issues into a final report;_x000D_
&nbsp;, 3-demonstrate engagement with the research process &ndash;share ideas with your supervisor at different stages of the research process;_x000D_
&nbsp;, 4-demonstrate management of research &ndash; develop a personal schedule to conduct and complete research within the constraints of time and resources."
"4246"	"RELI489"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-demonstrate conceptual ability &ndash; conceptualise a research project and relate it to the existing body of knowledge and research on the subject chosen;_x000D_
&nbsp;, 2-demonstrate analytical and writing skills &ndash; integrate information and conceptual/theoretical issues into a final report;_x000D_
&nbsp;, 3-demonstrate engagement with the research process &ndash;share ideas with your supervisor at different stages of the research process;_x000D_
&nbsp;, 4-demonstrate management of research &ndash; develop a personal schedule to conduct and complete research within the constraints of time and resources."
"4247"	"RELI591"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	""
"4248"	"RELI690"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	""
"4272"	"SACS201"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-demonstrate an understanding of the theoretical underpinnings of social research, 2-demonstrate an understanding of research ethics, 3-demonstrate an understanding of the principles of research design, 4-demonstrate an understanding of a range of research methods"
"4273"	"SACS202"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-Explain and differentiate the work of key feminist thinkers from different historical periods,, 2-Differentiate a variety of theoretical perspectives in feminist theory and gender and sexuality studies,, 3-Apply the theoretical ideas covered to practical contemporary issues, and, 4-Critically evaluate the contributions of social science approaches to understanding gender identity and sexuality."
"4274"	"SACS428"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-Gain an understanding of the issues involved in working in a public sector agency, private establishment or non-governmental organization that primarily focuses on research, policy or service provision issues., 2-Reflect critically on both the applied and intellectual dimensions of the work experience., 3-Articulate and critically assess any of 1) issues arising from theoretical understandings of policy making, policy analysis or service provision 2) issues arising from the practices of policy-making, policy-analysis or service delivery 3) issues arising from undertaking research in the organization., 4-Write a research, policy or service provision relevant report for a workplace audience."
"4275"	"SAMO101"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-Understand, speak, and write basic Samoan appropriate to a variety of everyday contexts., 2-Develop a range of basic Samoan vocabulary terms and use them appropriately in written and spoken communication., 3-Demonstrate an understanding of basic structural aspects of the Samoan language._x000D_
&nbsp;"
"4276"	"SAMO101"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-Understand, speak, and write basic Samoan appropriate to a variety of everyday contexts., 2-Develop a range of basic Samoan vocabulary terms and use them appropriately in written and spoken communication., 3-Demonstrate an understanding of basic structural aspects of the Samoan language._x000D_
&nbsp;"
"4277"	"SAMO102"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-Build self confidence in using gagana Samoa in conversations (talatalanoaga)., 2-Construct simple sentences in gagana o aso uma (everyday Samoan language) to use in everyday conversations., 3-Demonstrate listening and reading comprehension skills of gagana o aso &#39;uma., 4-Describe and demonstrate key Samoan cultural practices that use gagana o aso &#39;uma."
"4278"	"SAMO111"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-Identify key Samoan social and cultural values, concepts, practices and institutions and explain these in relation to the fa&rsquo;asāmoa (Samoan culture and beliefs);, 2-Assess the influence of global economic, social, cultural and political pressures on the fa&rsquo;asāmoa and Samoan society;, 3-Identify contemporary issues of relevance to Samoans in New Zealand."
"4279"	"SAMO201"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-Recognise and use basic and common Samoan proverbial expressions., 2-Comprehend and demonstrate basic Samoan speechmaking, 3-Demonstrate an understanding of the Samoan culture in New Zealand"
"4280"	"SAMO202"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-Develop critical thinking, reading and listening comprehension skills relating to Samoan literature., 2-Use everyday written and spoken Samoan language., 3-Interpret Samoan worldviews in Samoan literature., 4-Articulate knowledge of Samoan literature through creative arts, poems, drama, play, songs and dances., 5-Analyse the significance of fa&#39;asinomaga in Samoan literature."
"4281"	"SAMO301"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-Demonstrate a high level of competence in written and spoken Samoan language., 2-Demonstrate a high level of theoretical and practical understanding of Samoan custom and language., 3-Demonstrate understanding of the cultural changes and continuities that characterise the practice of Samoan custom and language in diasporic contexts such as New Zealand., 4-Display competence in articulating the relevance of Samoan language and custom within diasporic contexts such as New Zealand."
"4282"	"SAMO302"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-display an understanding of bilingualism in contexts which interpreting and translation are carried out., 2-illustrate theoretical and basic understanding of interpreting and translation theories and models., 3-apply knowledge of information, resources and technologies in translation and interpreting, 4-have an intercultural understanding of the occupational roles and professional ethics of interpreters and translators., 5-display practical skills in interpreting and translating between English and Samoan in a range of contexts."
"4475"	"SOSC100"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	""
"4476"	"SOSC102"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-Explain a number of sociological perspectives, 2-Outline the role of theorising, data, and data analysis in sociological work., 3-Describe core areas of sociological attention, with reference to a number of applied sociological studies, 4-Critically reflect upon a number of major sociological studies, 5-Summarise and evaluate some major debates around social science research ethics"
"4477"	"SOSC111"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-recognise the main theoretical and conceptual areas of contemporary sociology, with particular reference to the contributions of Karl Marx, Max Weber, and Emile Durkheim (assessed through assessment one and the final examination);, 2-explain important drivers of social conflict and change (assessed through assessment two and the final examination);, 3-apply central sociological concepts to everyday issues (assessed through assessment two and the final examination)."
"4478"	"SOSC200"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	""
"4479"	"SOSC215"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-explain conceptual debates in gender and sociological analysis, 2-comment critically on a range of topics in relation to contemporary feminist theory and practice, 3-apply the theoretical ideas to practical and real-life issues in sociological and gender analysis, 4-analyse socio-cultural and political debate and policy practice regarding human reproduction, gender and the body in Aotearoa New Zealand, 5-demonstrate communication, teamwork and leadership skills"
"4480"	"SOSC216"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-Think sociologically about everyday life, in particular be able to understand the dynamics of the interaction order., 2-Begin to analyse everyday life: how do we pose sociological questions about ordinary activities? What kind of data can we use and what guides our analysis of it?"
"4481"	"SOSC217"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-Identify key concepts and theories from the study of masculinities, gender and feminist epistemologies, 2-Explain specific gender dynamics from the perspective of masculinities and gender studies&nbsp;, 3-Use the tools from the course readings to generate critical and political insight on current issues regarding the gender politics of identity, human rights, biopolitics and intersectionality."
"4482"	"SOSC218"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	""
"4483"	"SOSC220"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-Discuss patterns of health inequalities in Aotearoa/New Zealand, 2-Be familiar with a range sociological theories related to health and illness, 3-Critically reflect on the place and role of medicine and public health in contemporary society and everyday life, 4-Discuss the relationship between social organisation and health outcomes."
"4484"	"SOSC221"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-Recognise, define, and explain different ways in which to understand knowledge and power, 2-Illustrate an understanding of the diverse critical theories that connect to knowledge and power, 3-Describe alternative conceptualisations of democracy and liberation, 4-Explain and describe self-reflexivity as it relates to knowledge, power, and liberation"
"4485"	"SOSC223"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-Recognise and debate key themes in the sociology of violence., 2-Theorise violence within specific social contexts (family, community, armed conflict)., 3-Debate the methodological ethics of researching different kinds of violence., 4-Debate social policy interventions which aim to reduce violence in specific social contexts., 5-Develop skills in locating and evaluating academic literature., 6-Develop skills in reporting on and synthesising academic literature."
"4486"	"SOSC300"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	""
"4487"	"SOSC301"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-Compare and contrast important sociological studies, in terms of concepts, methods, and epistemological assumptions, 2-Analyse the strengths and weaknesses of different approaches to studying the social world, 3-Assess the adequacy of sociological investigations"
"4488"	"SOSC304"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-display their grasp of a number of the major sociological approaches to the study of the social world, and to show that they can begin thinking about applying these to analysis of substantive issues in contemporary society, 2-draw together and consolidate their knowledge of the substantive content of the course."
"4489"	"SOSC305"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-Understand &lsquo;social organisation&rsquo; as a term that indicates sociology&rsquo;s subject matter (all assignment work), 2-Understand the manner in which social organisation can be investigated (all assignment work), 3-Think critically about the future of&nbsp;sociology (all assignment work)"
"4490"	"SOSC306"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-Establish questions relating to specific aspects of society through a critical perspective on power relations and the institutions that sustain them., 2-Identify and use key concepts and theories to analyse each of the three critical blocks of the course., 3-Interpret and reflect on reality through collaborative methods, specifically narrative productions."
"4491"	"SOSC307"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-Critically reflect on social and political issues surrounding the climate crisis, 2-Describe the diverse ways social inequality interacts with climate change, 3-Identify a range of social policy and social movement responses to the climate crisis, 4-Critically engage with theoretical approaches to understanding the climate crisis"
"4492"	"SOSC315"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-explain conceptual debates in gender and sociological analysis, 2-comment critically on a range of topics in relation to contemporary feminist theory and practice, 3-apply the theoretical ideas to practical and real-life issues in sociological and gender analysis, 4-analyse socio-cultural and political debate and policy practice regarding human reproduction, gender and the body in Aotearoa New Zealand, 5-demonstrate communication, teamwork and leadership skills"
"4493"	"SOSC318"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-reflect and critique a range of theories pertaining to social movements;, 2-critically reflect on political processes and power;, 3-demonstrate knowledge of theories of the state;, 4-have an understanding of when and how collective action has led to changes in the state and/or wider society;, 5-and, have the skills to evaluate the normative claims made by social movements."
"4494"	"SOSC319"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-understand and be able to discuss basic concepts from the sociology of knowledge, 2-demonstrate an introductory knowledge of the history of the social sciences, 3-demonstrate their recognition of the assumptions behind different styles of research design, 4-identify, analyse and evaluate the different political debates around the appropriate production of social scientific knowledge"
"4495"	"SOSC401"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-be familiar with the major transformations, challenges, and debates within social theorizing, 2-be familiar with the work of major contributors to these debates, 3-evaluate these contributions."
"4496"	"SOSC402"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-Analyse social and political theory texts, 2-Synthesise themes from different authors and texts, 3-Critically evaluate the material from the course, 4-Develop their own theoretical viewpoint"
"4497"	"SOSC413"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-Use classical and contemporary social theories to analyse transformation and power in sociology._x000D_
&nbsp;, 2-Theorise the relationship between domination and acquiescence and their impact on sociology., 3-Formulate a theoretically informed argument on a topic related to sociology and power in well-structured academic prose."
"4498"	"SOSC414"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-Critically evaluate scholarly discussions of ideology, 2-Critically evaluate scholarly discussions of utopia and utopianism, 3-Apply theories of ideology and utopia to a specific case study"
"4499"	"SOSC415"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-demonstrate skills in close reading and summarising arguments, 2-make connections between everyday life and theory, 3-understand key terms and ideas in the field and express them clearly (in short comments, essays and in seminar presentations), 4-develop and clarify research problems and proposals, 5-present, communicate&nbsp;and discuss ideas with others."
"4500"	"SOSC416"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-Demonstrate knowledge of approaches to the analysis of documents &ndash; including content analysis and discourse analysis, 2-Demonstrate knowledge of approaches to the analysis of talk and interview data &ndash; including thematic, discourse and narrative analysis, 3-Demonstrate knowledge of approaches to the analysis of interactions &ndash; including conversation analysis and the use of membership categorisation devices._x000D_
&nbsp;"
"4501"	"SOSC418"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-Synthesise competing theories of capitalism into a complex understanding of past and present economic regimes, 2-Analyse how new economic trends are shaping labour markets, the labour process, and the meaning of work., 3-Generate discussion and synthesise peers&rsquo; views of complex topics in a group conversation."
"4502"	"SOSC489"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-demonstrate conceptual ability - conceptualising the project and relating it to the existing body of knowledge and research on the subject chosen, 2-demonstrate methodological competence - developing an appropriate research design and strategy for the project. This includes justifying your sample selection, 3-demonstrate field experience - dealing with the practical problems of data collection and accessibility, 4-demonstrate analytical skills - the ability to integrate the data collected and conceptual/theoretical issues raised in the final report, 5-demonstrate resource utilisation - participation in research seminars. This includes the ability to develop interest and provide feedback on your colleagues&#39; research projects; consultation with the supervisor, coordinator and other interested researchers or organisations at each stage of the research process, 6-demonstrate management of research - developing your personal schedule on conducting and completing the research within the constraints of time and resources. While no formal evaluation is made in these areas, research students should set these as their personal goals."
"4503"	"SOSC489"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	"1-demonstrate conceptual ability - conceptualising the project and relating it to the existing body of knowledge and research on the subject chosen, 2-demonstrate methodological competence - developing an appropriate research design and strategy for the project. This includes justifying your sample selection, 3-demonstrate field experience - dealing with the practical problems of data collection and accessibility, 4-demonstrate analytical skills - the ability to integrate the data collected and conceptual/theoretical issues raised in the final report, 5-demonstrate resource utilisation - participation in research seminars. This includes the ability to develop interest and provide feedback on your colleagues&#39; research projects; consultation with the supervisor, coordinator and other interested researchers or organisations at each stage of the research process, 6-demonstrate management of research - developing your personal schedule on conducting and completing the research within the constraints of time and resources. While no formal evaluation is made in these areas, research students should set these as their personal goals."
"4504"	"SOSC591"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	""
"4505"	"SOSC690"	"Faculty of Humanities & Soc Sc"	"Social & Cultural Studies"	""
"4506"	"SPAN100"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	""
"4507"	"SPAN101"	"Faculty of Humanities & Soc Sc"	"Languages and Cultures"	"1-understand simple spoken Spanish;, 2-relate Spanish sounds to their written forms;, 3-pronounce simple Spanish with a fair degree of accuracy and fluency;, 4-demonstrate a knowledge of basic Spanish grammar;, 5-write simple sentences using present and past tenses and employing a basic vocabulary;, 6-demonstrate knowledge of the Spanish language appropriate to a variety of everyday situations."
